SCI_NAME,TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS,HebName,AlienInvasive,Synanthrope,NativeInvasive,ConservationStatusWorld,ConservationCodeWorld,ConservationStatusIL2002,ConservationCodeIL2002,ConservationStatusIL2018,ConservationCodeIL2018,ConservationChange,PresenceIL,Resident,BreedingIL,MigrationType._resident,MigrationType._Long.range.migrant,MigrationType._short.range.semi.migrant,MigrationType._nomadic,ZoogeoZone._Mediterranean.,ZoogeoZone._Irano.Turanian,ZoogeoZone._Sudanese,ZoogeoZone._Alpine,ZoogeoZone._Saharo.Arabian.,LandscapeFormation_wet.Habitat,LandscapeFormation_wide.wadis,LandscapeFormation_rural.landscape,LandscapeFormation_Plains.and.Valleys,LandscapeFormation_Mountainous.area,LandscapeFormation_cliffs,LandscapeFormation_rocks.and.stony.ground,LandscapeFormation_Urban.space,LandscapeFormation_Sand.dunes,VegetationFormation_reedbed.and.sedges.,VegetationFormation_gardens.and.parks.,VegetationFormation_etsiya.park_forest,VegetationFormation_forest,VegetationFormation_Mediterranean.Maquis,VegetationFormation_low.shrubland.,VegetationFormation_herbaceous,VegetationFormation_high.shrubland,VegetationFormation_plantations,VegetationFormation_field.crops.,VegetationDensity._High,VegetationDensity._Medium,VegetationDensity._Low,nest_location_trees,nest_location_bushes,nest_location_cliffs,nest_location_ground,nest_location_ruins.,nest_location_dirt.cliffs,nest_location_reedbed.and.sedges,nest_location_buildings,DietType._Omnivore,DietType._Herbivore,DietType._Fish,DietType._Invertebrates,DietType._Terrestrial.vertebrates,DietType._Scavenger,ForagingGround_Land,ForagingGround_Trees.and.bushes,ForagingGround_Air,ForagingGround_Water,Mass..g.,HabitatCondensed,Reference
Butorides striata,7390,species,strher,Striated Heron,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)","Herons, Ibis, and Allies",NA,אנפית מנגרובים,0,0,0,Least concern,LC,Not evaluated,NE,Not evaluated,NE,Not applicable,"passage migrant, summer visitor",0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,NA,wet Habitat,
Calonectris leucomelas,6972,species,strshe,Streaked Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",NA,יסעור לבן-מצח,0,0,0,Near threatened,NT,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Scotocerca inquieta,24517,species,stswar1,Scrub Warbler,Passeriformes,Scotocercidae (Bush Warblers and Allies),Bush Warblers and Allies,NA,מדברון,0,0,0,Least concern,LC,Near threatened,NT,Near threatened,NT,No change,resident,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7.5,flat desert,
Curruca cantillans,24805,species,easwar1,Eastern Subalpine Warbler,Passeriformes,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Sylviid Warblers,NA,סבכי רונן,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Hydrobates monorhis,6842,species,swspet,Swinhoe's Storm-Petrel,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Storm-Petrels,NA,יסעורון פסיפי,0,0,0,Near threatened,NT,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Iduna rama,23108,species,sykwar2,Sykes's Warbler,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Reed Warblers and Allies,NA,שיחנית אסייתית,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Serinus syriacus,31914,species,syrser1,Syrian Serin,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",NA,בזבוז לבנון,0,0,0,Vulnerable,VU,Near threatened,NT,Vulnerable,VU,Deteriorated,"winter visitor, summer visitor",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,12,Hermon,
Dendrocopos syriacus,11056,species,syrwoo1,Syrian Woodpecker,Piciformes,Picidae (Woodpeckers),Woodpeckers,NA,נקר סורי,0,1,0,Least concern,LC,Least concern,LC,Least concern,LC,No change,resident,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,79.5,Mediterranean Maquis,
Anser fabalis,280,species,taibeg1,Taiga Bean-Goose,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,NA,אווז אחו טאיגה,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Aquila rapax,7788,species,taweag1,Tawny Eagle,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)","Vultures, Hawks, and Allies",NA,עיט סוואנות,0,0,0,Vulnerable,VU,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Strix aluco,8911,species,tawowl1,Tawny Owl,Strigiformes,Strigidae (Owls),Owls,NA,לילית מצויה,0,0,0,Least concern,LC,Near threatened,NT,Least concern,LC,Improved,resident,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,475,Mediterranean Maquis,
Anthus campestris,31160,species,tawpip1,Tawny Pipit,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,NA,פפיון צהוב,0,0,0,Least concern,LC,Endangered,EN,Critically endangered,CR,Deteriorated,"passage migrant, summer visitor",0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,26,low shrubland ,
Eremophila bilopha,22114,species,temlar1,Temminck's Lark,Passeriformes,Alaudidae (Larks),Larks,NA,צחיחנית מדבר,0,0,0,Least concern,LC,Vulnerable,VU,Vulnerable,VU,No change,"passage migrant, summer visitor",0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,38,flat desert,
Calidris temminckii,6003,species,temsti,Temminck's Stint,Charadriiformes,Scolopacidae (Sandpipers and Allies),Shorebirds,NA,חופית טמינק,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,"passage migrant, winter visitor",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Xenus cinereus,6109,species,tersan,Terek Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),Shorebirds,NA,ביצנית אפורה,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,passage migrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ramphocoris clotbey,21863,species,thblar1,Thick-billed Lark,Passeriformes,Alaudidae (Larks),Larks,NA,עפרוני עב-מקור,0,0,0,Least concern,LC,Least concern,LC,Not evaluated,NE,Not applicable,passage migrant,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,45,flat desert,
Charadrius tricollaris,5854,species,thbplo1,Three-banded Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),Shorebirds,NA,חופמי תלת-צווארון,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Luscinia luscinia,28766,species,thrnig1,Thrush Nightingale,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,NA,זמיר מנומר,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,passage migrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,25,,https://www.birds.org.il/he/species-page/445/species-description פורטל הצפרות הישראלי. מידע על התזונה נלקח מזמיר הירדן
Anthus trivialis,31202,species,trepip,Tree Pipit,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,NA,פפיון עצים,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,"passage migrant, winter visitor",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,23.5,,https://www.birds.org.il/he/species-page/505/species-description פורטל הצפרות הישראלי
Onychognathus tristramii,27337,species,trista1,Tristram's Starling,Passeriformes,Sturnidae (Starlings),Starlings and Mynas,NA,טריסטרמית,0,1,0,Least concern,LC,Least concern,LC,Least concern,LC,No change,resident,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,120,stony desert,
Bucanetes githagineus,31606,species,trufin2,Trumpeter Finch,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",NA,חצוצרן מדבר,0,0,0,Least concern,LC,Least concern,LC,Least concern,LC,No change,resident,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19,stony desert,
Aythya fuligula,636,species,tufduc,Tufted Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,NA,צולל מצויץ,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,"passage migrant, winter visitor",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anser serrirostris,284,species,tunbeg1,Tundra Bean-Goose,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,NA,אווז אחו טונדרה,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cygnus columbianus,360,species,tunswa,Tundra Swan,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,NA,ברבור קטן,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Hippolais languida,23124,species,upcwar1,Upcher's Warbler,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Reed Warblers and Allies,NA,שיחנית גדולה,0,0,0,Least concern,LC,Near threatened,NT,Vulnerable,VU,Deteriorated,summer visitor,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.5,low shrubland ,
Aquila verreauxii,7810,species,vereag1,Verreaux's Eagle,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)","Vultures, Hawks, and Allies",NA,עיט שחור,0,0,0,Least concern,LC,Regionly extinct as nesting,RE_AS_BREED,Regionally extinct,RE,No change,resident,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4000,generalist,
Acridotheres leucocephalus,27283,species,vibsta4,Vinous-breasted Myna,Passeriformes,Sturnidae (Starlings),Starlings and Mynas,NA,זרזיר בורמזי דרומי,1,1,0,Least concern,LC,Not evaluated,NE,Not evaluated,NE,Not applicable,resident,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,100,generalist,
Geronticus eremita,7515,species,waldra1,Northern Bald Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),"Herons, Ibis, and Allies",NA,מגלן מצויץ,0,0,0,Critically endangered,CR,Not evaluated,NE,Not evaluated,NE,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Tichodroma muraria,26306,species,wallcr1,Wallcreeper,Passeriformes,Tichodromidae (Wallcreeper),Wallcreeper,NA,כתלי,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,winter visitor,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anthus spinoletta,31216,species,watpip1,Water Pipit,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,NA,פפיון מים,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,"passage migrant, winter visitor",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Rallus aquaticus,5224,species,watrai1,Water Rail,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",NA,רלית המים,0,0,0,Least concern,LC,Least concern,LC,Not evaluated,NE,Not applicable,"passage migrant, winter visitor",0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,111.5,wet Habitat,
Circus aeruginosus,7857,species,wemhar1,Eurasian Marsh-Harrier,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)","Vultures, Hawks, and Allies",NA,זרון סוף,0,0,0,Least concern,LC,Regionly extinct as nesting,RE_AS_BREED,Regionally extinct,RE,No change,resident,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,710,wet Habitat,
Egretta gularis,7344,species,werher,Western Reef-Heron,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)","Herons, Ibis, and Allies",NA,לבנית ים-סוף,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Thalassarche cauta,6765,species,whcalb1,White-capped Albatross,Procellariiformes,Diomedeidae (Albatrosses),Albatrosses,NA,אלבטרוס לבן-כיפה,0,0,0,Near threatened,NT,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Sterna repressa,6649,species,whcter1,White-cheeked Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)","Gulls, Terns, and Skimmers",NA,שחפית שוניות,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ichthyaetus leucophthalmus,6408,species,whegul2,White-eyed Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)","Gulls, Terns, and Skimmers",NA,שחף לבן-עין,0,0,0,Least concern,LC,Not evaluated,NE,Not evaluated,NE,Not applicable,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Oxyura leucocephala,729,species,whhduc1,White-headed Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,NA,צחראש לבן,0,0,0,Endangered,EN,Regionally extinct,RE,Critically endangered,CR,Improved,summer visitor,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,665,wet Habitat,
Numenius phaeopus,5931,species,whimbr,Whimbrel,Charadriiformes,Scolopacidae (Sandpipers and Allies),Shorebirds,NA,חרמשון קטן/חרמשון אמריקאי,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,"passage migrant, winter visitor",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Saxicola rubetra,29034,species,whinch1,Whinchat,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,NA,דוחל חום-גרון,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,passage migrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ciconia ciconia,7061,species,whisto1,White Stork,Ciconiiformes,Ciconiidae (Storks),Storks,NA,חסידה לבנה,0,0,0,Least concern,LC,Near threatened,NT,Vulnerable,VU,Deteriorated,"passage migrant, summer visitor",0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,3450,generalist,
Chlidonias hybrida,6604,species,whiter2,Whiskered Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)","Gulls, Terns, and Skimmers",NA,מירומית לבנת-לחי,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,"passage migrant, winter visitor",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,,
Motacilla alba,31070,species,whiwag,White Wagtail,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,NA,נחליאלי לבן,0,0,0,Least concern,LC,Near threatened,NT,Vulnerable,VU,Deteriorated,"winter visitor, summer visitor",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,23,wet Habitat,
Cygnus cygnus,366,species,whoswa,Whooper Swan,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,NA,ברבור שר,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Calidris fuscicollis,6036,species,whrsan,White-rumped Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),Shorebirds,NA,חופית לבנת-שת,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,Vagrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pycnonotus xanthopygos,24019,species,whsbul1,White-spectacled Bulbul,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,NA,בולבול ממושקף,0,1,0,Least concern,LC,Least concern,LC,Least concern,LC,No change,resident,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,NA,NA,NA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,35,generalist,
Haliaeetus albicilla,8109,species,whteag,White-tailed Eagle,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)","Vultures, Hawks, and Allies",NA,עיטם לבן-זנב,0,0,0,Least concern,LC,Regionally extinct,RE,Critically endangered,CR,Improved,"winter visitor, resident",1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4900,wet Habitat,
Halcyon smyrnensis,9712,species,whtkin2,White-throated Kingfisher,Coraciiformes,Alcedinidae (Kingfishers),Kingfishers,NA,שלדג לבן-חזה,0,0,0,Least concern,LC,Near threatened,NT,Least concern,LC,Improved,resident,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,81,generalist,
Vanellus leucurus,5787,species,whtlap1,White-tailed Lapwing,Charadriiformes,Charadriidae (Plovers and Lapwings),Shorebirds,NA,קיווית לבנת-זנב,0,0,0,Least concern,LC,Not available,NA,Not available,NA,Not applicable,passage migrant,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Irania gutturalis,28765,species,whtrob3,White-throated Robin,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,NA,אירניה,0,0,0,Least concern,LC,Near threatened,NT,Vulnerable,VU,Deteriorated,"passage migrant, summer visitor",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,21.5,Hermon,
Oenanthe leucopyga,29225,species,whtwhe1,White-crowned Wheatear,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,NA,סלעית שחורת-בטן,0,0,0,Least concern,LC,Least concern,LC,Least concern,LC,No change,resident,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,30,stony desert,
